Year of Birth,Gender,Ethnicity,Child's First Name,Count
2018,male,white non hispanic,charles,117
2012,male,hispanic,jeremy,117
2016,female,hispanic,leah,116
2016,female,hispanic,victoria,116
2011,female,white non hispanic,julia,116
2011,female,white non hispanic,mia,116
2019,female,white non hispanic,sofia,116
2012,female,asian and pacific islander,elizabeth,116
2016,male,black non hispanic,elijah,116
2019,male,hispanic,logan,116
2012,male,asian and pacific islander,isaac,116
2012,male,asian and pacific islander,yosef,116
2015,male,hispanic,jonathan,116
2017,male,white non hispanic,isaac,116
2017,male,white non hispanic,matthew,116
2013,male,white non hispanic,gabriel,116
2014,male,white non hispanic,yosef,116
2019,female,hispanic,sofia,115
2013,female,hispanic,valentina,115
2016,female,hispanic,madison,115
2013,female,white non hispanic,emily,115
2012,male,black non hispanic,elijah,115
2012,male,black non hispanic,michael,115
2018,male,hispanic,elias,115
2016,male,hispanic,gabriel,115
2016,male,hispanic,logan,115
2015,male,white non hispanic,shimon,115
2016,male,white non hispanic,lucas,115
2017,male,white non hispanic,ethan,115
2011,female,hispanic,brianna,114
2011,female,hispanic,emma,114
2011,female,hispanic,victoria,114
2016,female,white non hispanic,ella,114
2014,male,black non hispanic,jeremiah,114
2013,male,black non hispanic,jeremiah,114
2019,male,hispanic,alexander,114
2019,male,hispanic,michael,114
2016,male,hispanic,isaac,114
2014,male,hispanic,joseph,114
2013,male,hispanic,ryan,114
2018,male,white non hispanic,lucas,114
2016,male,white non hispanic,yosef,114
2017,female,black non hispanic,ava,113
2013,female,hispanic,victoria,113
2011,female,white non hispanic,rivka,113
2015,female,white non hispanic,abigail,113
2012,female,asian and pacific islander,abigail,113
2017,male,black non hispanic,liam,113
2015,male,black non hispanic,jeremiah,113
2013,male,asian and pacific islander,aiden,113
2014,male,black non hispanic,liam,113
2019,male,white non hispanic,ethan,113
2014,male,hispanic,jonathan,113
2016,female,asian and pacific islander,chloe,112
2014,female,white non hispanic,ella,112
2017,female,white non hispanic,abigail,112
2012,male,white non hispanic,muhammad,112
2019,male,hispanic,gael,112
2018,male,hispanic,mateo,112
2012,male,asian and pacific islander,oliver,112
2014,male,hispanic,ian,112
2017,male,white non hispanic,lucas,112
2016,male,white non hispanic,thomas,112
2012,male,hispanic,andrew,112
2014,female,asian and pacific islander,chloe,111
2014,female,asian and pacific islander,sophia,111
2015,female,white non hispanic,zoe,111
2015,male,black non hispanic,ethan,111
2015,male,black non hispanic,josiah,111
2013,male,asian and pacific islander,muhammad,111
2019,male,white non hispanic,luca,111
2013,male,hispanic,luis,111
2018,male,white non hispanic,nicholas,111
2012,female,white non hispanic,emily,110
2016,female,hispanic,ava,110
2014,female,white non hispanic,sofia,110
2016,female,white non hispanic,sofia,110
2017,female,white non hispanic,sofia,110
2012,female,asian and pacific islander,alexandra,110
2011,male,asian and pacific islander,justin,110
2019,male,asian and pacific islander,ryan,110
2019,male,hispanic,isaac,110
2018,male,hispanic,gael,110
2017,male,hispanic,ian,110
2016,male,hispanic,ian,110
2015,male,hispanic,james,110
2015,male,white non hispanic,luca,110
2011,male,hispanic,elijah,110
2013,male,white non hispanic,yosef,110
2014,male,white non hispanic,anthony,110
2016,female,black non hispanic,ava,109
2018,female,black non hispanic,ava,109
2017,female,asian and pacific islander,emma,109
2018,female,asian and pacific islander,olivia,109
2019,female,asian and pacific islander,olivia,109
2013,female,asian and pacific islander,olivia,109
2018,female,hispanic,abigail,109
2012,female,hispanic,samantha,109
2011,female,hispanic,melanie,109
2011,female,white non hispanic,alexandra,109
2012,female,asian and pacific islander,victoria,109
2018,male,asian and pacific islander,lucas,109
2017,male,hispanic,christopher,109
2019,male,white non hispanic,lucas,109
2019,male,white non hispanic,yosef,109
2014,male,hispanic,jeremy,109
2011,male,hispanic,carlos,109
2013,male,white non hispanic,leo,109
2014,male,white non hispanic,oliver,109
2016,male,white non hispanic,charles,109
2017,female,hispanic,luna,108
2016,female,hispanic,olivia,108
2019,female,white non hispanic,emily,108
2015,female,white non hispanic,maya,108
2016,male,black non hispanic,liam,108
2015,male,black non hispanic,elijah,108
2013,male,asian and pacific islander,daniel,108
2014,male,black non hispanic,joshua,108
2018,male,hispanic,logan,108
2018,male,hispanic,thiago,108
2014,male,white non hispanic,leo,108
2014,male,white non hispanic,max,108
2012,male,hispanic,julian,108
2012,female,hispanic,melanie,107
2019,female,white non hispanic,ava,107
2011,female,white non hispanic,sara,107
2018,female,white non hispanic,sofia,107
2017,male,black non hispanic,aiden,107
2016,male,black non hispanic,ethan,107
2019,male,asian and pacific islander,jasper,107
2018,male,hispanic,ian,107
2017,male,hispanic,elias,107
2014,male,hispanic,logan,107
2015,male,white non hispanic,isaac,107
2018,male,white non hispanic,ethan,107
2013,male,white non hispanic,max,107
2013,male,white non hispanic,thomas,107
2011,female,asian and pacific islander,chloe,106
2014,female,hispanic,melanie,106
2013,female,hispanic,madison,106
2017,female,hispanic,ashley,106
2014,female,white non hispanic,maya,106
2018,female,white non hispanic,emily,106
2017,female,white non hispanic,elizabeth,106
2017,female,white non hispanic,maya,106
2014,male,black non hispanic,carter,106
2012,male,asian and pacific islander,gabriel,106
2012,male,asian and pacific islander,max,106
2015,male,hispanic,jeremy,106
2015,male,hispanic,mateo,106
2013,male,hispanic,christian,106
2017,male,white non hispanic,yosef,106
2014,male,hispanic,julian,106
2015,male,white non hispanic,thomas,106
2018,female,hispanic,amelia,105
2015,female,hispanic,alexa,105
2012,female,hispanic,brianna,105
2011,male,black non hispanic,isaiah,105
2014,male,black non hispanic,mason,105
2019,male,hispanic,david,105
2019,male,white non hispanic,gabriel,105
2013,male,hispanic,elijah,105
2018,male,white non hispanic,eli,105
2015,male,white non hispanic,max,105
2015,male,white non hispanic,yosef,105
2014,male,white non hispanic,gabriel,105
2016,female,black non hispanic,madison,104
2015,female,asian and pacific islander,sophia,104
2016,female,asian and pacific islander,sophia,104
2019,female,hispanic,victoria,104
2014,female,hispanic,abigail,104
2018,female,white non hispanic,abigail,104
2018,female,white non hispanic,amelia,104
2017,female,white non hispanic,lily,104
2012,female,asian and pacific islander,lily,104
2017,male,black non hispanic,mason,104
2012,male,black non hispanic,christian,104
2016,male,hispanic,joseph,104
2015,male,hispanic,justin,104
2011,male,hispanic,ayden,104
2011,male,hispanic,steven,104
2018,male,white non hispanic,luca,104
2015,male,white non hispanic,eli,104
2017,female,asian and pacific islander,chloe,103
2011,female,hispanic,kimberly,103
2014,female,hispanic,allison,103
2012,female,hispanic,leah,103
2011,female,white non hispanic,abigail,103
2015,female,white non hispanic,isabella,103
2011,male,asian and pacific islander,lucas,103
2015,male,black non hispanic,mason,103
2012,male,black non hispanic,josiah,103
2012,male,black non hispanic,mason,103
2018,male,hispanic,anthony,103
2017,male,hispanic,gabriel,103
2017,male,hispanic,ryan,103
2011,male,white non hispanic,menachem,103
2016,male,hispanic,julian,103
2016,male,hispanic,ryan,103
2012,male,asian and pacific islander,leo,103
2012,male,asian and pacific islander,zachary,103
2013,male,hispanic,julian,103
2014,male,hispanic,nicholas,103
2011,male,hispanic,liam,103
2011,male,hispanic,nicholas,103
2014,male,white non hispanic,eli,103
2015,male,white non hispanic,anthony,103
2012,male,hispanic,carlos,103
2015,female,hispanic,leah,102
2013,female,hispanic,allison,102
2014,female,hispanic,genesis,102
2013,female,white non hispanic,hannah,102
2011,female,white non hispanic,gabriella,102
2013,male,black non hispanic,amir,102
2019,male,hispanic,ian,102
2011,male,white non hispanic,yosef,102
2019,male,white non hispanic,shimon,102
2015,male,hispanic,jose,102
2017,male,white non hispanic,eli,102
2016,male,white non hispanic,andrew,102
2014,male,hispanic,ryan,102
2018,male,white non hispanic,menachem,102
2011,male,hispanic,aaron,102
2019,female,hispanic,ava,101
2019,female,hispanic,olivia,101
2014,female,white non hispanic,elizabeth,101
2017,female,white non hispanic,emily,101
2019,male,black non hispanic,amir,101
2016,male,black non hispanic,jeremiah,101
2012,male,white non hispanic,jason,101
2013,male,black non hispanic,mason,101
2011,male,black non hispanic,tyler,101
2014,male,black non hispanic,amir,101
2011,male,white non hispanic,luke,101
2012,male,asian and pacific islander,luke,101
2016,male,white non hispanic,dylan,101
2018,male,white non hispanic,yosef,101
2011,male,hispanic,miguel,101
2019,female,black non hispanic,ava,100
2018,female,hispanic,leah,100
2018,female,hispanic,victoria,100
2011,female,hispanic,samantha,100
2016,female,hispanic,ashley,100
2013,female,hispanic,genesis,100
2014,female,hispanic,leah,100
2013,female,white non hispanic,victoria,100
2014,female,white non hispanic,rivka,100
2011,female,white non hispanic,elizabeth,100
2012,female,asian and pacific islander,sofia,100
2017,male,black non hispanic,ethan,100
2018,male,hispanic,christopher,100
2018,male,hispanic,joshua,100
2011,male,white non hispanic,oliver,100
2012,male,asian and pacific islander,mason,100
2013,male,white non hispanic,luke,100
2014,male,hispanic,jose,100
2016,male,white non hispanic,anthony,100
2016,male,white non hispanic,shimon,100
2014,male,white non hispanic,sebastian,100
2014,male,white non hispanic,shimon,100
2018,male,white non hispanic,ryan,100
2018,male,white non hispanic,thomas,100
2015,female,asian and pacific islander,emily,99
2016,female,asian and pacific islander,emily,99
2016,female,asian and pacific islander,emma,99
2019,female,hispanic,amelia,99
2015,female,hispanic,valentina,99
2012,female,hispanic,abigail,99
2013,female,hispanic,brianna,99
2019,female,white non hispanic,gitty,99
2016,female,white non hispanic,alexandra,99
2016,female,white non hispanic,amelia,99
2015,female,white non hispanic,alexandra,99
2018,male,black non hispanic,jeremiah,99
2017,male,black non hispanic,jeremiah,99
2013,male,black non hispanic,josiah,99
2019,male,hispanic,aaron,99
2019,male,hispanic,oliver,99
2018,male,hispanic,elijah,99
2016,male,hispanic,josiah,99
2011,male,white non hispanic,noah,99
2012,male,asian and pacific islander,eli,99
2014,male,hispanic,james,99
2016,male,white non hispanic,max,99
2011,male,hispanic,bryan,99
2011,male,hispanic,juan,99
2011,male,hispanic,julian,99
2014,male,white non hispanic,luke,99
2017,female,hispanic,olivia,98
2013,female,white non hispanic,alexandra,98
2013,female,white non hispanic,anna,98
2018,female,white non hispanic,isabella,98
2011,male,asian and pacific islander,jason,98
2012,male,white non hispanic,daniel,98
2015,male,hispanic,ian,98
2013,male,hispanic,nicholas,98
2017,male,white non hispanic,anthony,98
2017,male,white non hispanic,gabriel,98
2013,male,white non hispanic,jackson,98
2015,male,white non hispanic,andrew,98
2015,male,white non hispanic,sebastian,98
2012,male,hispanic,elijah,98
2014,male,hispanic,jeremiah,98
2014,male,hispanic,luis,98
2016,male,white non hispanic,yisroel,98
2018,male,white non hispanic,dylan,98
2018,male,white non hispanic,max,98
2011,male,hispanic,william,98
2012,female,white non hispanic,emma,97
2016,female,hispanic,allison,97
2017,female,hispanic,scarlett,97
2019,male,black non hispanic,liam,97
2015,male,black non hispanic,joshua,97
2019,male,hispanic,gabriel,97
2018,male,hispanic,michael,97
2019,male,white non hispanic,matthew,97
2019,male,white non hispanic,yitzchok,97
2015,male,hispanic,brandon,97
2015,male,hispanic,christian,97
2015,male,hispanic,jeremiah,97
2011,male,white non hispanic,eli,97
2017,male,white non hispanic,max,97
2015,male,white non hispanic,dylan,97
2016,male,white non hispanic,luke,97
2014,female,asian and pacific islander,emma,96
2014,female,hispanic,olivia,96
2019,female,white non hispanic,maya,96
2014,female,white non hispanic,zoe,96
2013,female,white non hispanic,abigail,96
2015,female,white non hispanic,anna,96
2015,female,white non hispanic,elizabeth,96
2012,female,asian and pacific islander,chloe,96
2012,female,asian and pacific islander,rivka,96
2011,male,asian and pacific islander,aiden,96
2012,male,white non hispanic,kevin,96
2017,male,hispanic,isaac,96
2019,male,white non hispanic,nicholas,96
2015,male,hispanic,andrew,96
2011,male,white non hispanic,gabriel,96
2017,male,white non hispanic,menachem,96
2012,male,hispanic,juan,96
2011,male,hispanic,john,96
2015,female,hispanic,scarlett,95
2012,female,hispanic,hailey,95
2013,female,hispanic,abigail,95
2019,female,white non hispanic,lily,95
2016,female,white non hispanic,malka,95
2011,female,white non hispanic,chloe,95
2014,female,white non hispanic,anna,95
2018,female,white non hispanic,elizabeth,95
2013,female,white non hispanic,chloe,95
2016,male,black non hispanic,amir,95
2012,male,black non hispanic,isaiah,95
2012,male,black non hispanic,noah,95
2018,male,hispanic,gabriel,95
2018,male,hispanic,isaac,95
2012,male,asian and pacific islander,aaron,95
2011,male,white non hispanic,max,95
2013,male,white non hispanic,shimon,95
2018,male,white non hispanic,shimon,95
2019,female,hispanic,alaia,94
2019,female,hispanic,leah,94
2011,female,hispanic,genesis,94
2015,female,hispanic,olivia,94
2016,female,hispanic,scarlett,94
2014,female,hispanic,ariana,94
2013,female,hispanic,hailey,94
2011,female,white non hispanic,maya,94
2015,female,white non hispanic,chloe,94
2017,male,black non hispanic,amir,94
2017,male,black non hispanic,elijah,94
2016,male,black non hispanic,joshua,94
2013,male,black non hispanic,liam,94
2019,male,hispanic,joshua,94
2016,male,hispanic,justin,94
2019,male,white non hispanic,miles,94
2013,male,hispanic,jeremiah,94
2017,male,white non hispanic,shimon,94
2011,male,white non hispanic,shimon,94
2013,male,white non hispanic,theodore,94
2014,male,white non hispanic,dylan,94
2014,male,white non hispanic,luca,94
2014,male,white non hispanic,mason,94
2012,male,hispanic,isaac,94
2011,female,asian and pacific islander,emily,93
2015,female,hispanic,ariana,93
2015,female,hispanic,brianna,93
2016,female,hispanic,genesis,93
2013,female,hispanic,melanie,93
