==Frequent itemsets (min_sup=0.1%)==
('hispanic', 'male')	 supp: 17.35%
('2011', 'joshua') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('2011', 'sophia') ===> ('female',)	 conf: 100.0% 	 supp: 0.14%
('theodore',) ===> ('male',)	 conf: 100.0% 	 supp: 0.31%
('harper',) ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('liam', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.28%
('asian and pacific islander', 'emily') ===> ('female',)	 conf: 100.0% 	 supp: 0.2%
('alexandra',) ===> ('female',)	 conf: 100.0% 	 supp: 0.26%
('2017', 'sophia') ===> ('female',)	 conf: 100.0% 	 supp: 0.12%
('2019', 'lucas') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('sebastian',) ===> ('male',)	 conf: 100.0% 	 supp: 0.73%
('george',) ===> ('male',)	 conf: 100.0% 	 supp: 0.15%
('mordechai', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.18%
('christopher',) ===> ('male',)	 conf: 100.0% 	 supp: 0.63%
('hannah', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.17%
('thomas',) ===> ('male',)	 conf: 100.0% 	 supp: 0.27%
('hispanic', 'john') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('maya',) ===> ('female',)	 conf: 100.0% 	 supp: 0.46%
('asian and pacific islander', 'olivia') ===> ('female',)	 conf: 100.0% 	 supp: 0.31%
('malachi', 'male') ===> ('black non hispanic',)	 conf: 100.0% 	 supp: 0.11%
('asian and pacific islander', 'ella') ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('2011', 'alexander') ===> ('male',)	 conf: 100.0% 	 supp: 0.13%
('abraham',) ===> ('male',)	 conf: 100.0% 	 supp: 0.33%
('robert',) ===> ('male',)	 conf: 100.0% 	 supp: 0.17%
('2016', 'michael') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('hispanic', 'logan') ===> ('male',)	 conf: 100.0% 	 supp: 0.2%
('benjamin', 'hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('female', 'london') ===> ('black non hispanic',)	 conf: 100.0% 	 supp: 0.12%
('tyler',) ===> ('male',)	 conf: 100.0% 	 supp: 0.23%
('2015', 'jayden') ===> ('male',)	 conf: 100.0% 	 supp: 0.14%
('benjamin',) ===> ('male',)	 conf: 100.0% 	 supp: 0.72%
('2014', 'isabella') ===> ('female',)	 conf: 100.0% 	 supp: 0.14%
('hispanic', 'liam') ===> ('male',)	 conf: 100.0% 	 supp: 0.68%
('asian and pacific islander', 'mohammad') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('2018', 'jacob') ===> ('male',)	 conf: 100.0% 	 supp: 0.13%
('male', 'mateo') ===> ('hispanic',)	 conf: 100.0% 	 supp: 0.2%
('rivka',) ===> ('female',)	 conf: 100.0% 	 supp: 0.27%
('alice',) ===> ('female',)	 conf: 100.0% 	 supp: 0.21%
('owen', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('hispanic', 'scarlett') ===> ('female',)	 conf: 100.0% 	 supp: 0.18%
('hispanic', 'melanie') ===> ('female',)	 conf: 100.0% 	 supp: 0.19%
('ashley', 'hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.28%
('2013', 'mia') ===> ('female',)	 conf: 100.0% 	 supp: 0.12%
('jackson',) ===> ('male',)	 conf: 100.0% 	 supp: 0.22%
('penelope',) ===> ('female',)	 conf: 100.0% 	 supp: 0.28%
('2015', 'mia') ===> ('female',)	 conf: 100.0% 	 supp: 0.13%
('avery', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.12%
('camila', 'female') ===> ('hispanic',)	 conf: 100.0% 	 supp: 0.39%
('sara', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.26%
('2014', 'liam') ===> ('male',)	 conf: 100.0% 	 supp: 0.16%
('michael',) ===> ('male',)	 conf: 100.0% 	 supp: 1.13%
('hispanic', 'kevin') ===> ('male',)	 conf: 100.0% 	 supp: 0.24%
('oliver',) ===> ('male',)	 conf: 100.0% 	 supp: 0.46%
('kayden',) ===> ('male',)	 conf: 100.0% 	 supp: 0.18%
('zoe',) ===> ('female',)	 conf: 100.0% 	 supp: 0.54%
('shimon',) ===> ('male',)	 conf: 100.0% 	 supp: 0.22%
('chana', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.28%
('ava',) ===> ('female',)	 conf: 100.0% 	 supp: 0.81%
('abigail', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.21%
('penelope', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.12%
('logan', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('malka',) ===> ('female',)	 conf: 100.0% 	 supp: 0.17%
('black non hispanic', 'mason') ===> ('male',)	 conf: 100.0% 	 supp: 0.21%
('hispanic', 'james') ===> ('male',)	 conf: 100.0% 	 supp: 0.18%
('hispanic', 'jayden') ===> ('male',)	 conf: 100.0% 	 supp: 0.63%
('2011', 'anthony') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('2011', 'emma') ===> ('female',)	 conf: 100.0% 	 supp: 0.1%
('mason',) ===> ('male',)	 conf: 100.0% 	 supp: 0.89%
('aaron', 'hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.29%
('malky',) ===> ('female',)	 conf: 100.0% 	 supp: 0.16%
('luis', 'male') ===> ('hispanic',)	 conf: 100.0% 	 supp: 0.21%
('2014', 'matthew') ===> ('male',)	 conf: 100.0% 	 supp: 0.13%
('2017', 'olivia') ===> ('female',)	 conf: 100.0% 	 supp: 0.13%
('alexander', 'hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.4%
('2014', 'alexander') ===> ('male',)	 conf: 100.0% 	 supp: 0.13%
('2018', 'emma') ===> ('female',)	 conf: 100.0% 	 supp: 0.12%
('hispanic', 'samuel') ===> ('male',)	 conf: 100.0% 	 supp: 0.15%
('asian and pacific islander', 'jacob') ===> ('male',)	 conf: 100.0% 	 supp: 0.15%
('jason',) ===> ('male',)	 conf: 100.0% 	 supp: 0.33%
('hispanic', 'josiah') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('gabriella', 'hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.15%
('black non hispanic', 'olivia') ===> ('female',)	 conf: 100.0% 	 supp: 0.13%
('2012', 'ethan') ===> ('male',)	 conf: 100.0% 	 supp: 0.18%
('2016', 'ryan') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('2015', 'noah') ===> ('male',)	 conf: 100.0% 	 supp: 0.16%
('2013', 'joshua') ===> ('male',)	 conf: 100.0% 	 supp: 0.1%
('hispanic', 'michael') ===> ('male',)	 conf: 100.0% 	 supp: 0.33%
('2018', 'isabella') ===> ('female',)	 conf: 100.0% 	 supp: 0.12%
('james',) ===> ('male',)	 conf: 100.0% 	 supp: 0.8%
('charlotte',) ===> ('female',)	 conf: 100.0% 	 supp: 0.51%
('rachel',) ===> ('female',)	 conf: 100.0% 	 supp: 0.47%
('asian and pacific islander', 'noah') ===> ('male',)	 conf: 100.0% 	 supp: 0.14%
('miriam', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.32%
('luca', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.18%
('black non hispanic', 'daniel') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('amir', 'black non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.2%
('2016', 'ethan') ===> ('male',)	 conf: 100.0% 	 supp: 0.17%
('chaim',) ===> ('male',)	 conf: 100.0% 	 supp: 0.33%
('2017', 'dylan') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('2017', 'daniel') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('asian and pacific islander', 'eric') ===> ('male',)	 conf: 100.0% 	 supp: 0.14%
('hispanic', 'penelope') ===> ('female',)	 conf: 100.0% 	 supp: 0.1%
('lily', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.18%
('hispanic', 'mateo') ===> ('male',)	 conf: 100.0% 	 supp: 0.2%
('henry', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.36%
('asian and pacific islander', 'david') ===> ('male',)	 conf: 100.0% 	 supp: 0.13%
('black non hispanic', 'michael') ===> ('male',)	 conf: 100.0% 	 supp: 0.17%
('bella', 'hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.13%
('daniela', 'hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.12%
('2016', 'isabella') ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('2013', 'dylan') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('2013', 'noah') ===> ('male',)	 conf: 100.0% 	 supp: 0.14%
('black non hispanic', 'ethan') ===> ('male',)	 conf: 100.0% 	 supp: 0.26%
('black non hispanic', 'king') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('valerie',) ===> ('female',)	 conf: 100.0% 	 supp: 0.13%
('2015', 'isabella') ===> ('female',)	 conf: 100.0% 	 supp: 0.12%
('lucas', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.27%
('victoria', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.17%
('black non hispanic', 'tyler') ===> ('male',)	 conf: 100.0% 	 supp: 0.14%
('daniela',) ===> ('female',)	 conf: 100.0% 	 supp: 0.12%
('william',) ===> ('male',)	 conf: 100.0% 	 supp: 0.67%
('rivka', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.25%
('ava', 'black non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.19%
('hispanic', 'ian') ===> ('male',)	 conf: 100.0% 	 supp: 0.22%
('hispanic', 'noah') ===> ('male',)	 conf: 100.0% 	 supp: 0.54%
('faigy', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.15%
('king',) ===> ('black non hispanic',)	 conf: 100.0% 	 supp: 0.12%
('jacob',) ===> ('male',)	 conf: 100.0% 	 supp: 1.41%
('2017', 'ava') ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('alan',) ===> ('male',)	 conf: 100.0% 	 supp: 0.13%
('sebastian', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.15%
('2015', 'liam') ===> ('male',)	 conf: 100.0% 	 supp: 0.17%
('2012', 'olivia') ===> ('female',)	 conf: 100.0% 	 supp: 0.12%
('black non hispanic', 'kayden') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('hispanic', 'sarah') ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('2017', 'emma') ===> ('female',)	 conf: 100.0% 	 supp: 0.14%
('lucas',) ===> ('male',)	 conf: 100.0% 	 supp: 0.99%
('hispanic', 'justin') ===> ('male',)	 conf: 100.0% 	 supp: 0.31%
('xavier',) ===> ('male',)	 conf: 100.0% 	 supp: 0.25%
('2016', 'mia') ===> ('female',)	 conf: 100.0% 	 supp: 0.12%
('2013', 'alexander') ===> ('male',)	 conf: 100.0% 	 supp: 0.13%
('shimon', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.2%
('2013', 'lucas') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('cameron',) ===> ('black non hispanic',)	 conf: 100.0% 	 supp: 0.1%
('ayden', 'hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.16%
('asian and pacific islander', 'joseph') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('sofia',) ===> ('female',)	 conf: 100.0% 	 supp: 0.69%
('hispanic', 'luna') ===> ('female',)	 conf: 100.0% 	 supp: 0.14%
('hispanic', 'jacob') ===> ('male',)	 conf: 100.0% 	 supp: 0.64%
('sofia', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.23%
('white non hispanic', 'yosef') ===> ('male',)	 conf: 100.0% 	 supp: 0.22%
('kaiden',) ===> ('black non hispanic',)	 conf: 100.0% 	 supp: 0.1%
('2013', 'isabella') ===> ('female',)	 conf: 100.0% 	 supp: 0.15%
('2017', 'isabella') ===> ('female',)	 conf: 100.0% 	 supp: 0.12%
('angelina',) ===> ('female',)	 conf: 100.0% 	 supp: 0.18%
('luna',) ===> ('female',)	 conf: 100.0% 	 supp: 0.17%
('2014', 'mason') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('alice', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('2013', 'daniel') ===> ('male',)	 conf: 100.0% 	 supp: 0.16%
('nicholas',) ===> ('male',)	 conf: 100.0% 	 supp: 0.63%
('anthony', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.22%
('malky', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.14%
('asian and pacific islander', 'william') ===> ('male',)	 conf: 100.0% 	 supp: 0.17%
('alex',) ===> ('male',)	 conf: 100.0% 	 supp: 0.13%
('black non hispanic', 'elijah') ===> ('male',)	 conf: 100.0% 	 supp: 0.25%
('daniela', 'female') ===> ('hispanic',)	 conf: 100.0% 	 supp: 0.12%
('ayden',) ===> ('male',)	 conf: 100.0% 	 supp: 0.31%
('shaindy',) ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('leah',) ===> ('female',)	 conf: 100.0% 	 supp: 0.83%
('john', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.32%
('hispanic', 'sebastian') ===> ('male',)	 conf: 100.0% 	 supp: 0.51%
('raizy',) ===> ('female',)	 conf: 100.0% 	 supp: 0.14%
('alexa',) ===> ('female',)	 conf: 100.0% 	 supp: 0.2%
('mia',) ===> ('female',)	 conf: 100.0% 	 supp: 1.05%
('angela',) ===> ('female',)	 conf: 100.0% 	 supp: 0.1%
('2016', 'jayden') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('aiden',) ===> ('male',)	 conf: 100.0% 	 supp: 1.11%
('black non hispanic', 'david') ===> ('male',)	 conf: 100.0% 	 supp: 0.13%
('noah', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.31%
('zoey',) ===> ('female',)	 conf: 100.0% 	 supp: 0.19%
('2014', 'jacob') ===> ('male',)	 conf: 100.0% 	 supp: 0.17%
('andrew', 'asian and pacific islander') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('ayden', 'black non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('2013', 'sophia') ===> ('female',)	 conf: 100.0% 	 supp: 0.16%
('brianna', 'hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.18%
('2018', 'matthew') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('leo', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.27%
('mateo',) ===> ('hispanic',)	 conf: 100.0% 	 supp: 0.2%
('nathan', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.16%
('black non hispanic', 'noah') ===> ('male',)	 conf: 100.0% 	 supp: 0.3%
('brianna',) ===> ('female',)	 conf: 100.0% 	 supp: 0.24%
('2014', 'emily') ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('katherine',) ===> ('female',)	 conf: 100.0% 	 supp: 0.15%
('asian and pacific islander', 'ryan') ===> ('male',)	 conf: 100.0% 	 supp: 0.34%
('grace', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.18%
('2013', 'emma') ===> ('female',)	 conf: 100.0% 	 supp: 0.13%
('evelyn', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.12%
('carlos',) ===> ('male',)	 conf: 100.0% 	 supp: 0.18%
('emily', 'hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.31%
('king',) ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('luke', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.19%
('julian',) ===> ('male',)	 conf: 100.0% 	 supp: 0.46%
('hispanic', 'layla') ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('jasmine',) ===> ('female',)	 conf: 100.0% 	 supp: 0.12%
('lucy',) ===> ('female',)	 conf: 100.0% 	 supp: 0.13%
('menachem', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.19%
('dylan', 'hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.57%
('2014', 'michael') ===> ('male',)	 conf: 100.0% 	 supp: 0.14%
('chaya', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.37%
('kayla',) ===> ('female',)	 conf: 100.0% 	 supp: 0.24%
('ava', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.3%
('eva',) ===> ('female',)	 conf: 100.0% 	 supp: 0.29%
('jose', 'male') ===> ('hispanic',)	 conf: 100.0% 	 supp: 0.23%
('2017', 'aiden') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('elijah',) ===> ('male',)	 conf: 100.0% 	 supp: 0.49%
('alexander', 'asian and pacific islander') ===> ('male',)	 conf: 100.0% 	 supp: 0.16%
('2011', 'daniel') ===> ('male',)	 conf: 100.0% 	 supp: 0.15%
('aaliyah', 'black non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.12%
('gabriel',) ===> ('male',)	 conf: 100.0% 	 supp: 0.63%
('jayden',) ===> ('male',)	 conf: 100.0% 	 supp: 1.24%
('jonathan',) ===> ('male',)	 conf: 100.0% 	 supp: 0.52%
('nora',) ===> ('female',)	 conf: 100.0% 	 supp: 0.12%
('mila',) ===> ('female',)	 conf: 100.0% 	 supp: 0.25%
('2013', 'michael') ===> ('male',)	 conf: 100.0% 	 supp: 0.13%
('black non hispanic', 'josiah') ===> ('male',)	 conf: 100.0% 	 supp: 0.22%
('aaliyah',) ===> ('female',)	 conf: 100.0% 	 supp: 0.25%
('asian and pacific islander', 'liam') ===> ('male',)	 conf: 100.0% 	 supp: 0.17%
('2014', 'lucas') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('asian and pacific islander', 'sarah') ===> ('female',)	 conf: 100.0% 	 supp: 0.13%
('amir',) ===> ('black non hispanic',)	 conf: 100.0% 	 supp: 0.2%
('2011', 'jayden') ===> ('male',)	 conf: 100.0% 	 supp: 0.2%
('mila', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.12%
('jeremy',) ===> ('male',)	 conf: 100.0% 	 supp: 0.28%
('2012', 'joshua') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('mohammad',) ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('2016', 'aiden') ===> ('male',)	 conf: 100.0% 	 supp: 0.13%
('black non hispanic', 'joshua') ===> ('male',)	 conf: 100.0% 	 supp: 0.22%
('aiden', 'black non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.28%
('nathaniel',) ===> ('male',)	 conf: 100.0% 	 supp: 0.18%
('matthew', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.29%
('2017', 'david') ===> ('male',)	 conf: 100.0% 	 supp: 0.13%
('hispanic', 'zoe') ===> ('female',)	 conf: 100.0% 	 supp: 0.18%
('adrian',) ===> ('male',)	 conf: 100.0% 	 supp: 0.38%
('eric',) ===> ('male',)	 conf: 100.0% 	 supp: 0.18%
('asian and pacific islander', 'jason') ===> ('male',)	 conf: 100.0% 	 supp: 0.14%
('2012', 'michael') ===> ('male',)	 conf: 100.0% 	 supp: 0.15%
('juan', 'male') ===> ('hispanic',)	 conf: 100.0% 	 supp: 0.11%
('white non hispanic', 'yehuda') ===> ('male',)	 conf: 100.0% 	 supp: 0.17%
('2013', 'ethan') ===> ('male',)	 conf: 100.0% 	 supp: 0.17%
('samuel',) ===> ('male',)	 conf: 100.0% 	 supp: 0.69%
('2019', 'sophia') ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('2011', 'mia') ===> ('female',)	 conf: 100.0% 	 supp: 0.1%
('asian and pacific islander', 'dylan') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('hispanic', 'isaac') ===> ('male',)	 conf: 100.0% 	 supp: 0.22%
('yosef',) ===> ('male',)	 conf: 100.0% 	 supp: 0.24%
('oliver', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.27%
('allison',) ===> ('female',)	 conf: 100.0% 	 supp: 0.22%
('amy',) ===> ('female',)	 conf: 100.0% 	 supp: 0.2%
('joseph', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.55%
('eliana',) ===> ('female',)	 conf: 100.0% 	 supp: 0.16%
('ethan', 'hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.55%
('julia', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.16%
('2015', 'david') ===> ('male',)	 conf: 100.0% 	 supp: 0.14%
('jack',) ===> ('male',)	 conf: 100.0% 	 supp: 0.47%
('black non hispanic', 'matthew') ===> ('male',)	 conf: 100.0% 	 supp: 0.1%
('olivia',) ===> ('female',)	 conf: 100.0% 	 supp: 1.12%
('asian and pacific islander', 'mason') ===> ('male',)	 conf: 100.0% 	 supp: 0.14%
('gabriela',) ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('mason', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.17%
('adam',) ===> ('male',)	 conf: 100.0% 	 supp: 0.46%
('andrew', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.19%
('menachem',) ===> ('male',)	 conf: 100.0% 	 supp: 0.21%
('hispanic', 'jeremiah') ===> ('male',)	 conf: 100.0% 	 supp: 0.21%
('2016', 'daniel') ===> ('male',)	 conf: 100.0% 	 supp: 0.13%
('white non hispanic', 'yisroel') ===> ('male',)	 conf: 100.0% 	 supp: 0.15%
('2018', 'olivia') ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('isabella', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.25%
('black non hispanic', 'isaiah') ===> ('male',)	 conf: 100.0% 	 supp: 0.15%
('2011', 'olivia') ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('brandon',) ===> ('male',)	 conf: 100.0% 	 supp: 0.37%
('eleanor',) ===> ('female',)	 conf: 100.0% 	 supp: 0.16%
('hispanic', 'lucas') ===> ('male',)	 conf: 100.0% 	 supp: 0.4%
('esther',) ===> ('female',)	 conf: 100.0% 	 supp: 0.52%
('claire',) ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('hispanic', 'olivia') ===> ('female',)	 conf: 100.0% 	 supp: 0.21%
('2016', 'lucas') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('2017', 'hispanic', 'liam') ===> ('male',)	 conf: 100.0% 	 supp: 0.1%
('chase', 'male') ===> ('black non hispanic',)	 conf: 100.0% 	 supp: 0.12%
('london',) ===> ('black non hispanic',)	 conf: 100.0% 	 supp: 0.12%
('hispanic', 'joseph') ===> ('male',)	 conf: 100.0% 	 supp: 0.27%
('cameron',) ===> ('male',)	 conf: 100.0% 	 supp: 0.1%
('2018', 'lucas') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('max', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.21%
('jaden',) ===> ('male',)	 conf: 100.0% 	 supp: 0.17%
('2017', 'mia') ===> ('female',)	 conf: 100.0% 	 supp: 0.13%
('2015', 'mason') ===> ('male',)	 conf: 100.0% 	 supp: 0.1%
('2018', 'dylan') ===> ('male',)	 conf: 100.0% 	 supp: 0.1%
('2012', 'aiden') ===> ('male',)	 conf: 100.0% 	 supp: 0.15%
('anthony', 'hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.33%
('2014', 'ethan') ===> ('male',)	 conf: 100.0% 	 supp: 0.18%
('2011', 'hispanic', 'jayden') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('emma', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.43%
('asian and pacific islander', 'ava') ===> ('female',)	 conf: 100.0% 	 supp: 0.13%
('2014', 'sophia') ===> ('female',)	 conf: 100.0% 	 supp: 0.14%
('david', 'hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.34%
('black non hispanic', 'kaiden') ===> ('male',)	 conf: 100.0% 	 supp: 0.1%
('austin',) ===> ('male',)	 conf: 100.0% 	 supp: 0.18%
('james', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.42%
('daniel', 'hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.42%
('john',) ===> ('male',)	 conf: 100.0% 	 supp: 0.52%
('2012', 'noah') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('sara',) ===> ('female',)	 conf: 100.0% 	 supp: 0.34%
('kyle',) ===> ('male',)	 conf: 100.0% 	 supp: 0.16%
('2016', 'emma') ===> ('female',)	 conf: 100.0% 	 supp: 0.13%
('female', 'gabriela') ===> ('hispanic',)	 conf: 100.0% 	 supp: 0.11%
('hailey', 'hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.19%
('black non hispanic', 'madison') ===> ('female',)	 conf: 100.0% 	 supp: 0.26%
('arianna', 'hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.15%
('2015', 'alexander') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('evelyn',) ===> ('female',)	 conf: 100.0% 	 supp: 0.29%
('bryan',) ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('ella',) ===> ('female',)	 conf: 100.0% 	 supp: 0.4%
('justin',) ===> ('male',)	 conf: 100.0% 	 supp: 0.57%
('carlos', 'hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.18%
('2015', 'james') ===> ('male',)	 conf: 100.0% 	 supp: 0.1%
('hispanic', 'juan') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('skylar',) ===> ('female',)	 conf: 100.0% 	 supp: 0.14%
('alexa', 'hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.16%
('gitty',) ===> ('female',)	 conf: 100.0% 	 supp: 0.18%
('stella', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.15%
('charles',) ===> ('male',)	 conf: 100.0% 	 supp: 0.34%
('2012', 'emily') ===> ('female',)	 conf: 100.0% 	 supp: 0.12%
('nora', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.1%
('malka', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.15%
('khloe',) ===> ('female',)	 conf: 100.0% 	 supp: 0.15%
('yisroel',) ===> ('male',)	 conf: 100.0% 	 supp: 0.17%
('2017', 'michael') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('abigail', 'hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.24%
('cameron', 'male') ===> ('black non hispanic',)	 conf: 100.0% 	 supp: 0.1%
('2016', 'david') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('elias',) ===> ('male',)	 conf: 100.0% 	 supp: 0.21%
('asian and pacific islander', 'jayden') ===> ('male',)	 conf: 100.0% 	 supp: 0.31%
('luis',) ===> ('male',)	 conf: 100.0% 	 supp: 0.21%
('daniel',) ===> ('male',)	 conf: 100.0% 	 supp: 1.19%
('2011', 'david') ===> ('male',)	 conf: 100.0% 	 supp: 0.14%
('2015', 'michael') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('elijah', 'hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.22%
('2019', 'daniel') ===> ('male',)	 conf: 100.0% 	 supp: 0.1%
('fatima',) ===> ('female',)	 conf: 100.0% 	 supp: 0.14%
